"number","title","video_id","channel","url","duration","upload_date","request_time","status","file","source_caption_file","error"
"001","Wavy Wooden American Flag build *Low Cost* High Profit*","VZsHi8-trgw","Wood Doofus","https://www.youtube.com/watch?v=VZsHi8-trgw","9:32","2024-08-12","2026-06-12 03:28:36 PM","saved","001 - Wavy Wooden American Flag build Low Cost High Profit.txt","001 - Wavy Wooden American Flag build Low Cost High Profit.en-orig.json3",""
